conversation_id,customer_tweet_id,customer_text,customer_created_at,depth,brand_tweet_ids,brand_reply_text,brand_first_reply_at,n_brand_replies,reply_word_count,is_deflection,deflection_only,conv_max_depth,customer_thanked_after,is_thread_opener,split,has_exact_twin_in_history
67071,85983,".@116602 and / or @115940 let us make playlists so we can watch a mix of different programs without having to change the program manually, this is america i deserve to be lazy",2017-11-30 05:24:15+00:00,0,85982,"@134777 We'll share your request! We're always working to improve our service and we definitely see the value of a playlist feature. If there's anything else we can assist you with, let us know!",2017-11-30 13:52:53+00:00,1,37,False,False,1,False,True,gold_pool,False
65519,83297,@134300 @hulu_support I hate the Hulu interface. It’s almost unusable,2017-11-30 04:48:12+00:00,1,85984,"@134778 Oh no! We'd like to help, Leah! Please check out: https://t.co/zS2PPOcsyE. That will give you an overview of the new look and setup. If you're still having trouble beyond that, @ us a few specifics. We'll circle back to see if we can't better assist from there.",2017-11-30 13:50:52+00:00,1,54,False,False,3,True,False,gold_pool,False
67075,85987,@115940 AND I can’t fast forward through commercials? I pay for no commercials!,2017-11-30 04:46:55+00:00,0,85986,"@134296 With a live TV plan, the No Commercials add-on applies to content within the Hulu on-demand library only. Live streams will still have ads just like traditional cable: https://t.co/8wrwlQWDIl. That said, you can FFWD ads with Enhanced DVR: https://t.co/kPm2JNabI8. 2/2",2017-11-30 13:46:59+00:00,1,50,False,False,1,False,True,gold_pool,False
67079,85991,@116602 @115940 do y’all wait until y’all see I’m going broke to snatch money out my account?,2017-11-30 05:21:53+00:00,0,85989,"@134779 Not at all! Your billing date should typically be the same each month. If you would like to change your future billing date, reach out to us here: https://t.co/6YdK7bvQN7. We're happy to help!",2017-11-30 13:45:58+00:00,1,38,False,False,3,False,True,gold_pool,False
69408,89729,My life would drastically improve if one of you added spongebob episodes @116602  @115940  Jusssayin.,2017-11-30 06:23:28+00:00,0,89728,"@135419 Thanks for the request, Maria. Plankton has hidden the rights in the Chum Bucket, but Mermaid Man and Barnacle Boy are on the case!",2017-11-30 14:55:25+00:00,1,25,False,False,1,False,True,gold_pool,False
69410,89731,i have another complaint @115940 where is Ep7 of Empire at??,2017-11-30 06:21:38+00:00,0,89730,@135420 Apologies! We've reached out to our team regarding this missing episode. We hope to have it up as soon as possible. We appreciate your patience.,2017-11-30 14:53:29+00:00,1,27,False,False,1,False,True,gold_pool,False
69414,89734,Trying to watch 2006 version of Penelope and end up getting 1966's version. @115940 @hulu_support #whatsupwiththat #greatmoviebtw https://t.co/NosFHPqe6L,2017-11-30 06:08:51+00:00,0,89732,"@135421 Oops! Sorry about that! We've just passed this along to our team to take a look. Our apologies for the initial confusion, but thank you so much for reporting this to us. 👍",2017-11-30 14:51:54+00:00,1,34,False,False,3,True,True,gold_pool,False
69420,89737,"@hulu_support Not multiple platforms, just on Apple TV but with all shows.",2017-11-30 14:49:31+00:00,4,89739,"@135422 Got it. Thanks for clarifying, Brian! The behavior you're describing is similar to other reports we received, and our team is currently investigating. The good news is that you can still watch this content by selecting it from the Hulu app in the meantime.",2017-11-30 17:24:11+00:00,1,46,False,False,5,False,False,gold_pool,False
69420,89738,@hulu_support Across the board lately. Very rare to have it work.,2017-11-30 04:38:17+00:00,2,89736,"@135422 Yikes! Sorry to hear this, Brian. If you're noticing the same behavior across multiple platforms, we generally recommend having viewers troubleshoot with: https://t.co/HXpLyTU79x. Keep us posted if you notice an improvement after doing so.",2017-11-30 14:47:17+00:00,1,39,False,False,5,False,False,gold_pool,False
69420,89741,@hulu_support I keep getting an error saying “Unable to open the linked page.” on my Apple TV if I try to open any shows from my Watch TV app. I have Model A1625. tvOS 11.1 (15J582). Hulu version 5.12. I’ve ensured my tvOS and the app are up to date.,2017-11-30 03:14:17+00:00,0,89740,"@135422 Hi there, Brian. Thanks for reaching out. This is something our team is looking into. Which content have you noticed this behavior with? For now, we would also recommend using our Hulu on your Apple TV to stream the content.",2017-11-30 04:36:07+00:00,1,41,False,False,5,False,True,gold_pool,False
69426,89743,"@hulu_support @hulu_support Why do you have a handle called “support” if your concept of support is pushing me elsewhere?  Poor customer experience guys, don’t make the customer do the work. You should be offering to call me, to assist me in assisting you in fixing YOUR problem",2017-12-01 13:08:35+00:00,4,89745,"@135423 Sorry for any trouble! We're happy to help with general questions via Twitter, but in order to pull up your account and device details, please call/chat.",2017-12-01 21:27:36+00:00,1,29,False,False,5,False,False,gold_pool,False
69426,89744,"@hulu_support Hey guys. I don’t think you understand. This popped up 500 SECONDS (That’s 8.3 minutes) before the end of a 42 minute episode. That’s 19% of the show remaining. You are kidding me right?This is obviously a bug, otherwise fire the user experience team immediately.",2017-11-30 05:53:48+00:00,2,89742,"@135423 Ah, so sorry about that. That definitely does seem odd! When you have a moment, please reach out: https://t.co/6YdK7bvQN7 so we can take a closer look.",2017-11-30 14:41:53+00:00,1,30,False,False,5,False,False,gold_pool,False
69426,89747,@hulu_support Why you not letting me finish the profit (s5e2) - This popped up at 500 seconds. I can hit back to get most of it away but damn timer and “up next undercover boss” won’t go away. Pls fix!  P.S. @135424 says hello. https://t.co/ZRYktcZkIs,2017-11-30 04:11:27+00:00,0,89746,"@135423 Hey Stan! Hitting back will remove the fliptray, but there isn't an option to remove the Up Next text or the countdown. We'll definitely share the interest in seeing that become a feature in the future. 👍🏻",2017-11-30 05:50:28+00:00,1,39,False,False,5,False,True,gold_pool,False
69428,89750,"@hulu_support I've been having an issue with my account where every time I log in on my laptop, it acts like its going to log me in, then goes straight back to the home page without me being logged in. Is it an account problem or something else?",2017-11-30 06:21:20+00:00,0,89749,"@135425 How odd! We definitely want to get to the bottom of this! Does this continue after clearing the browser cache: https://t.co/CoMmEWkQqX? If so, please give us a call at the number here: https://t.co/LkhXOWWq74 for 1:1 support.",2017-11-30 14:40:31+00:00,1,44,False,False,1,False,True,gold_pool,False
69430,89752,@hulu_support why do i have commercials I pay $12 a month to not watch yogurt commercials like poor people,2017-11-30 06:02:59+00:00,0,89751,"@135426 Sorry, Richie! While some shows aren't included w/ No Commercials, they will still stream uninterrupted between two ad breaks: https://t.co/1akNA95Zmo. If you're watching a live stream, these will still contain ads just like traditional TV: https://t.co/8wrwlQWDIl.",2017-11-30 14:33:47+00:00,1,45,False,False,1,False,True,gold_pool,False
69432,89754,We watch the same 3 shows on @115940 Why are they not the easiest to click on every time? They should be front and center... This is why we watch Netflix more,2017-11-30 05:52:50+00:00,0,89753,"@135427 Hey, Jack! You should see those shows in either Watchlist or My Stuff—do they not appear here? We'll share your feedback!",2017-11-30 14:31:51+00:00,1,24,False,False,1,False,True,gold_pool,False
69446,89756,"@hulu_support Internet connection was strong enough to stream 4k according to Google Wifi. So, seeing this happen was very frustrating and it happened at the end of the game!!! I missed how it actually ended because it buffered. Not cool!",2017-11-30 16:36:48+00:00,4,89758,"@135428 Our apologies again for the trouble, Von—but thank you for the additional details. We'll definitely keep an eye on this from our end, but if you do happen to run into this again, try accessing the live feed from the network page. We'll standby to assist from there.",2017-11-30 20:14:29+00:00,1,52,False,False,10,True,False,gold_pool,False
69446,89759,"@hulu_support It's happening AGAIN. And this is my current speed. Clearly, it's the service, or @115900 is throttling Hulu. https://t.co/XfuS8sCtxg",2017-12-01 02:00:40+00:00,6,89760,"@135428 Sorry for the continued trouble while watching the Sixers, Von! We would recommend trying another quick reboot of your Roku+modem/router. If there's no change, please contact us via phone or live chat so we can take a closer look on our end: https://t.co/6YdK7bvQN7.",2017-12-01 02:37:49+00:00,1,50,False,False,10,True,False,gold_pool,False
69446,89762,@hulu_support Seems to have settled down now. I'm streaming ok again. Thanks!!!,2017-12-01 02:43:20+00:00,8,89763,"@135428 We're glad to hear you're back to enjoying The Process at work, Von! If you have any additional questions/updates, feel free to keep us posted!",2017-12-01 02:57:29+00:00,1,29,False,False,10,False,False,gold_pool,False
69446,89757,@hulu_support Roku Express - NBC Sports Philadelphia,2017-11-30 08:10:24+00:00,2,89755,"@135428 Thanks for getting back to us with those details, Von! We've passed this along to our team to review. If you notice the same error, we recommend working through the following tips: https://t.co/wAoEicy9CF. Thanks in advance for your patience. We'll sort this out! ✅",2017-11-30 14:26:03+00:00,1,49,False,False,10,True,False,gold_pool,False
69446,89768,@hulu_support come on...😑 https://t.co/pgvyZJstxt,2017-11-30 02:57:10+00:00,0,89767,"@135428 Our sincere apologies for the trouble, Von! We're here to help. Can you let us know what device you're using, and which channel this was on? The more details you provide, the better we'll be able to assist. Let's try: https://t.co/HXpLyTU79x for now. Any better?",2017-11-30 04:21:22+00:00,1,53,False,False,10,True,True,gold_pool,False
69448,89770,@115940 can you guys please put a korean category? I don't know wherey soaps are. I found the Latino section. And internation doesn't count. Need to find my shows.,2017-11-30 05:41:52+00:00,0,89769,"@135430 Good morning! Are you on your Roku by chance? If so, to locate the Korean genre, head to Search and type in Korean. That should do it! In the meantime, we'll express your interest in seeing this genre added to the Genre section.",2017-11-30 14:22:37+00:00,1,45,False,False,1,False,True,gold_pool,False
69454,89772,@hulu_support Hulu—thank you! I did that after your tweet last night and this time it seems to be working. I’ll let you know if it happens again but in the past the reboot hasn’t been sufficient. Thanks for our help!,2017-11-30 15:30:48+00:00,4,89774,"@135431 Thanks for the update! We're happy to hear you're back up and running. If there's anything else we can assist you with, let us know.",2017-11-30 19:28:05+00:00,1,29,False,False,5,False,False,gold_pool,False
69454,89773,@hulu_support I use a roku and it would be frustrating if i had to reboot my modem and roku (which i have done) to work one app.  what i have been doing is just switching to netflix or amazon or hbo and streaming without issues.,2017-11-30 04:50:12+00:00,2,89771,"@135431 Thanks for confirming, Jon. This does sound like something our team is actively investigating. While we don't have a fix yet, some users reported the following has helped: From your device Settings &gt; System (Sometimes under the ""Power"" option) &gt; System Restart &gt; Restart.",2017-11-30 14:22:32+00:00,1,46,False,False,5,True,False,gold_pool,False
69454,89776,@115940 why is yours the only app that won’t play and asks me to check my internet?,2017-11-30 03:11:57+00:00,0,89775,"@135431 Sorry to hear about this, Jon! Which device do you use to stream and exact error message do you see? For now, please try a quick device+modem reboot: https://t.co/HXpLyTU79x. Any improvement after?",2017-11-30 04:26:31+00:00,1,37,False,False,5,True,True,gold_pool,False
69457,89779,@hulu_support my page won’t load up internet and everything is fine the Hulu website just won’t load up 💁🏾‍♀️ what’s going on? I’m trying to watch rick and morty 🤨🤨🤨🤨,2017-11-30 05:45:25+00:00,0,89777,@135432 Oh no! Are you running into an error message? What browser are you using? Try these steps: https://t.co/6xNmexfdiX. Any improvement?,2017-11-30 14:21:24+00:00,1,24,False,False,2,False,True,gold_pool,False
69459,89781,I hate that @115940 ask me if I’m still watching. Shit makes me wanna cancel my subscription,2017-11-30 05:58:49+00:00,0,89780,"@135433 Hey, Chip! We're so sorry to hear about any frustration. We'll share your feedback about this prompt with the appropriate teams here!",2017-11-30 14:18:31+00:00,1,25,False,False,1,False,True,gold_pool,False
69463,89783,@hulu_support I know it’s not my internet because i don’t have this problem with anything else.,2017-11-30 04:54:48+00:00,2,89782,"@135434 Thanks, Sage. We're definitely not blaming your internet, but rather requesting you establish a fresh new connection to our servers. That can often help improve your feed quality. In the event they do not, @ any particular networks you notice this most with.",2017-11-30 14:17:43+00:00,1,44,False,False,3,False,False,gold_pool,False
69463,89786,@115940 why does every show I watch buffer constantly? I’m not having this problem with any other streaming service.,2017-11-30 03:30:29+00:00,0,89784,"@135434 That shouldn't be the case! We're sorry to hear about the trouble, Sage. What device are you using? Notice any change after: https://t.co/HXpLyTU79x?",2017-11-30 04:52:06+00:00,1,29,False,False,3,False,True,gold_pool,False
69465,89788,why did my @115940 account just get reactivated,2017-11-30 05:38:12+00:00,0,89787,"@135435 We're happy to take a look and see what's going on. When you have a moment to spare, please give us a call at the number here: https://t.co/LkhXOWWq74. We'll get to the bottom of this.",2017-11-30 14:16:05+00:00,1,42,False,False,1,False,True,gold_pool,False
69469,89790,@hulu_support This is on demand. It’s shark tank season 9 ep 12. It’s says on demand and then shows commercials,2017-12-01 02:51:57+00:00,2,89792,"@135436 Sorry about those! This is related to something our team is looking into for us. We'll let them know as a result, you're experiencing interruptions. We hope to get this corrected quickly and will be sure to pass along the feedback.",2017-12-01 03:29:30+00:00,1,44,False,False,3,False,False,gold_pool,False
69469,89791,@115940 why do I have to watch ads on shows that are on Hulu a day after they air in regular television? I pay for no ads. Is this because I have Hulu Live?,2017-11-30 13:44:56+00:00,0,89789,"@135436 Apologies with any confusion, Maurice! We love to help. For starters, our No Commercials plan applies to content in our On-Demand library only. Are you attempting to stream a show that was previously aired Live? If so, what show/episode/season were you viewing?",2017-11-30 14:14:51+00:00,1,46,False,False,3,False,True,gold_pool,False
71646,92895,"@hulu_support All devices were saying too many videos playing and nothing was playing. Tried to use Chat, was ""connecting"" for 45 minutes. Tried to call, it said ""check the website"" and then hung up. Twice.",2017-11-30 16:01:14+00:00,2,92897,"@136109 Yikes! Sorry to hear of the bad experience, Cindy. Let's see if we can turn this around. You can actually manage/remove any devices on your account here: https://t.co/bnQnpHbOSi. This can't be done from a mobile device, so please try from https://t.co/4YQNHFFcA9. ✅",2017-11-30 20:00:30+00:00,1,51,False,False,3,False,False,gold_pool,False
71646,92896,@hulu_support why is Hulu not working and I can't talk to anyone and your have nothing helpful on your support site.,2017-11-30 06:47:17+00:00,0,92894,"@136109 Hey, Cindy—we're so sorry to hear about this experience! This shouldn't be the case. What sort of trouble are you running into? We'd love to see if we can help you here on Twitter!",2017-11-30 15:33:14+00:00,1,39,False,False,3,False,True,gold_pool,False
71648,92899,"@115940 What does this mean?!! Where's episodes 2, 3, and 4 of @136111 !!! https://t.co/cW9aeqqwIY",2017-11-30 06:54:05+00:00,0,92898,@136110 Our streaming rights for The Good Doctor allow us to post episode 1 as well as the last 5 episodes that have aired on TV. We're sorry for any frustration here and we'll express your interest in seeing the entire season added to our library.,2017-11-30 15:30:08+00:00,1,48,False,False,1,False,True,gold_pool,False
71650,92901,"Uh, @hulu_support I am at home, haven't moved in three years, and this was working as of two days ago 🤔 https://t.co/KWSl0CsRlP",2017-11-30 04:40:01+00:00,0,92900,"@136112 Oh no! Sorry about that, Carrie. We'd like to help. If you don't notice an immediate fix after working through these steps: https://t.co/Nvg3PZWd0j, then when you have a moment, please reach our Viewer Experience team here for additional support: https://t.co/6YdK7bvQN7.",2017-11-30 15:29:45+00:00,1,49,False,False,2,False,True,gold_pool,False
71653,92905,@115940 you're horseshit I'm happily watching #TheFWord get done with season 3 excited for season 4 and bam realize I have to pay for 4 and 5 that's crap thanks for ruining my night #bums,2017-11-30 06:39:01+00:00,0,92903,"@136113 Hey, Josie! We only have the rights to seasons 1-3 of Gordon Ramsay's The F Word. We're sorry for any disappointment! Have you checked out: https://t.co/0R9VU7jQ9K ?",2017-11-30 15:28:22+00:00,1,33,False,False,2,True,True,gold_pool,False
71657,92907,"@hulu_support Hello, I’m now getting the ‘sorry an error has occurred message when I️ try to play a video using google chrome’ can someone tell me why this is happening?",2017-12-02 01:17:38+00:00,2,92909,"@136114 Uh oh! Did you have a chance to try: https://t.co/6xNmewXBUn? Do you have CA, Kaspersky, McAfee or Norton running? If you do, try lowering your security settings or disabling the software. Any improvement?",2017-12-02 03:34:51+00:00,1,37,False,False,3,False,False,gold_pool,False
71657,92908,"@hulu_support Can someone help me figure out why I️ keep getting this message. My JavaScript is set to ALLOW. When I️ try Hulu on Internet Explorer, commercials work just fine but I️ get ‘Sorry error has occurred’ message’ for the actually video content. https://t.co/kg39ePAC2v",2017-11-30 04:47:31+00:00,0,92906,"@136114 Sorry to hear of the trouble, Mariama! We'd love to help. Let's try: https://t.co/qecj3vlCT9 along with: https://t.co/6xNmexfdiX. If that doesn't solve this, then please let us know if you notice an improvement while using Google Chrome instead. ✅",2017-11-30 15:23:26+00:00,1,47,False,False,3,False,True,gold_pool,False
71659,92911,How much do I have to pay to stop the cancer med ads on my tv? @115940  I debate if I have cancer every time.,2017-11-30 06:11:39+00:00,0,92910,"@136115 Our apologies for any distress, Rick! We'd definitely like to help. If you haven't yet, try updating: https://t.co/4jUgTZxAj7 from a computer. That should help mix things up! Alternatively, there's always the $4/mo No Commercials add-on: https://t.co/cZHqrcmWQY.",2017-11-30 15:22:00+00:00,1,48,False,False,1,False,True,gold_pool,False
71663,92915,I ALREADY PAY FOR HULU WHY ARE YOU SHOWING ME ADS @115940,2017-11-30 06:37:29+00:00,0,92914,"@136117 Sorry for any frustration! Ads help us offer the latest TV with next day availability, while keeping our price low for our users. For a commercial-free streaming experience, check out: https://t.co/cZHqrcmWQY.",2017-11-30 15:08:08+00:00,1,36,False,False,1,False,True,gold_pool,False
71667,92917,"@hulu_support Thank you for responding. The main issue is that the new layout makes it more difficult to explore all the shows available. Instead it gives you what seems like the top ten in that category. Being a long time cord cutter, I know #Hulu has much more to offer.",2017-12-02 07:41:05+00:00,2,92919,"@136118 Hey, Darcie! Thanks for grabbing those specifics details for us. We've forwarded your input to our developers for review and consideration. It's valuable input from viewers like you which has transformed our service, so thanks for sending that over. 💚",2017-12-02 17:48:34+00:00,1,42,False,False,3,False,False,gold_pool,False
71667,92918,"@hulu_support I decided to sign back up to watch #Runaways, and gotta day, I’m not liking the new roku app. Is there anyway to use the old layout? It was more user friendly",2017-11-30 06:36:05+00:00,0,92916,"@136118 While we don't have any plans to revert back to the previous interface, we're working to make updates based on user input. If there's anything you'd like to see different, let us know! We're happy to pass it along to our team.",2017-11-30 15:06:18+00:00,1,48,False,False,3,True,True,gold_pool,False
71669,92921,When you have to wait till tomorrow to watch #STAR because @115940 slippin. https://t.co/LlcEMuM538,2017-11-30 06:05:23+00:00,0,92920,"@136119 Our apologies for the extra wait, Adrian! Our team has already reached out for further insight, and are hoping to have the episode up soon. Until then, please save the show to your Watchlist/My Stuff for updates—and thank you for your patience!",2017-11-30 14:59:12+00:00,1,45,False,False,1,False,True,gold_pool,False
73922,95456,"@115940 if you could stop putting 'new episode' at the top of shows that don't have a new episode out that'd be great, episode 8 of svu has been out for literal weeks, nice try though",2017-11-30 11:35:55+00:00,0,95455,"@136754 Thanks for the tweet, Alexsandra! So far, there have only been 6 episodes of SVU this season — which one is badged incorrectly? Are you having similar issues with other shows/episodes as well? If possible, send a screenshot or picture our way.",2017-11-30 16:14:18+00:00,1,43,False,False,1,False,True,gold_pool,False
73924,95458,Help! I need a new show @116602 @136756 @115940 @1561 @116618 📺 #Roku,2017-11-30 10:20:12+00:00,0,95457,@136755 Still looking for a new show? What genre are you in the mood for? We'd love to make some binge-worthy recommendations.,2017-11-30 16:13:07+00:00,1,24,False,False,1,False,True,gold_pool,False
73926,95460,"@115940 more Chance, pleeeeease. You took away Casual, there must be more Eldon &amp; D. I'll get you some water.",2017-11-30 09:04:19+00:00,0,95459,"@136757 Hi! We don't have any news to share about a 3rd season yet, but we'll get to doctors' note from Eldon to give to our content team!",2017-11-30 16:11:39+00:00,1,30,False,False,1,False,True,gold_pool,False
73929,95463,Who knows the tittle song for @136759 show on @115940?,2017-11-30 08:03:08+00:00,0,95461,"@136758 Hey, Alex! We'd be happy to help with that. Check out the first song, ""Don't Run"" by Mr Little Jeans, on our Marvel's Runaways Spotify playlist: https://t.co/jkcMaPZv8F. Enjoy! 🙌",2017-11-30 16:10:14+00:00,1,35,False,False,2,True,True,gold_pool,False
73933,95465,@hulu_support Not new episode badges but the series thumbnail shows new hosts that are from the current airing seasons not on Hulu. You have no Mythbusters with these 2 people https://t.co/5TFAu9NRCa,2017-11-30 16:19:19+00:00,2,95467,"@136760 Ah, gotcha! Thanks for the details—and our apologies again for any misimpressions. The artwork we have available was delivered as intended by the provider, but we'll definitely pass along the feedback. Thanks again for sharing!",2017-11-30 20:41:28+00:00,1,38,False,False,3,False,False,gold_pool,False
73933,95466,"Two of my favorite shows (Mythbusters and QI) on @115940 have misleading thumbnails that make me think Hulu has the new episodes but same old same old.

Stop teasing me!",2017-11-30 09:20:20+00:00,0,95464,@136760 Sorry for the tease! We aren't seeing New Episode badges for these shows on our end. Is this happening on your PS3? Mind sending us a picture of what you're seeing? We'll take a closer look.,2017-11-30 16:07:31+00:00,1,40,False,False,3,False,True,gold_pool,False
73938,95469,@hulu_support Oh don’t worry. This show is amazing. I’m glued to the screen every Tuesday for it. 👍🏻👍🏻,2017-11-30 16:46:24+00:00,2,95471,"@136761 We truly appreciate your support for the show! If you happen to need anything support related, we'll be here. #Happystreaming 💚",2017-11-30 20:47:26+00:00,1,22,False,False,4,True,False,gold_pool,False
73938,95470,"Having to wait a week between new episodes of #Runaways is so last millennium, @115940. Next season, give them to us all at once. https://t.co/eOu2HC4yhW",2017-11-30 07:32:16+00:00,0,95468,"@136761 Thanks for sharing this with us, Jameson! We'll be sure to pass along your interest in seeing full seasons released in the future. For now, keep an eye on your Watchlist/My Stuff for new episodes every Tuesday! 💚",2017-11-30 15:59:03+00:00,1,40,False,False,4,True,True,gold_pool,False
73945,95474,@hulu_support Wouldn’t this be something worth supporting as more of the users are going the way of hotspot internet? Anyway to resolve this? You are not giving me many reasons to stay a customer here.,2017-11-30 22:47:55+00:00,2,95476,"@136762 We definitely understand where you're coming from, and we'll be sure to share your feedback with the rest of the team. At the moment there is no way around these restrictions. You can find out a bit more about how the Home location works here: https://t.co/q7NdVFmmhy.",2017-12-01 00:00:30+00:00,1,52,False,False,6,False,False,gold_pool,False
73945,95477,@hulu_support There must be a way as your competitors can already allow this; slingTV being one of them,2017-12-01 00:38:22+00:00,4,95478,"@136762 While we don't have any additional information at this time, rest assured we've shared the interest in allowing mobile hotspots as Home location for the future. Should you have any additional questions as related to anything else, please let us know.",2017-12-01 01:44:22+00:00,1,44,False,False,6,False,False,gold_pool,False
73945,95475,"@hulu_support hello, unable to set home location due to using a tethered smartphone WiFi hotspot as my only source for internet. Warning email from you to set this up in 30 days.",2017-11-30 08:40:56+00:00,0,95473,"@136762 Hi! Apologies for the trouble. At the moment, your home internet network must be a residential, non-mobile network.. More info: https://t.co/Nvg3PZWd0j. We're sorry for any frustration/inconvenience this may cause!",2017-11-30 15:53:50+00:00,1,36,False,False,6,False,True,gold_pool,False
73949,95481,"@hulu_support I want a refund for the charge I received yesterday, I cancelled the subscription and I don’t wanna watch this month either",2017-11-30 16:43:29+00:00,2,95483,"@136763 We're happy to take a look at our options &amp; see what we can do. For billing &amp; account assistance, please give us a call at this number: https://t.co/LkhXOWWq74. To quickly locate your account, please have your Hulu associated email address &amp; billing zip code on hand.",2017-11-30 20:43:28+00:00,1,52,False,False,3,False,False,gold_pool,False
73949,95482,@115940 has the worst customer service. Das why Netflix stays on top,2017-11-30 08:20:35+00:00,0,95480,@136763 Oh no! Can you let us know a bit more about what happened? We'd love to see what we can do to help turn this experience around!,2017-11-30 15:51:00+00:00,1,29,False,False,3,False,True,gold_pool,False
