conversation_id,customer_tweet_id,customer_text,customer_created_at,depth,brand_tweet_ids,brand_reply_text,brand_first_reply_at,n_brand_replies,reply_word_count,is_deflection,deflection_only,conv_max_depth,customer_thanked_after,is_thread_opener,split,has_exact_twin_in_history,n_words,cluster,stratum,natural_weight,llm_suggested_intent,llm_suggested_confidence,llm_suggested_escalate,human_intent,human_escalate,human_escalation_reason,human_difficulty,human_ambiguous,human_notes,label_timestamp,seconds_spent,round
398726,2901719,@250716 @hulu_support Mine does that as well,2017-11-28 17:50:28+00:00,2,2909723,"@267668 Apologies, Tyler! Our team is looking into this. To assist in our investigation, please reach out: https://t.co/6YdK7bvQN7.",2017-11-28 21:13:38+00:00,1,21,False,False,5,True,False,gold_pool,False,7,2,core_proportional,0.013513513513513514,other,0.7,True,,,,,,,,,
2698204,2872803,@hulu_support I suppose I can shoot a video showing my specific frustrations.,2017-11-28 03:33:04+00:00,2,2872807,"@797613 Got it! 1. We see what you're saying about the screen dimming for a few secs, you shouldn't need to rewind as playback (1/2)",2017-11-28 18:06:28+00:00,1,28,False,False,4,False,False,gold_pool,False,12,2,core_proportional,0.013513513513513514,app_interface_and_ux,0.6,False,,,,,,,,,
2719780,2894845,@hulu_support I know you don't...that's why I made the request.,2017-11-28 15:52:41+00:00,2,2894847,@802254 Sorry for any confusion! Rest assured your request was sent over to the right people here at Hulu.,2017-11-28 16:44:54+00:00,1,19,False,False,4,False,False,gold_pool,False,10,2,core_proportional,0.013513513513513514,app_interface_and_ux,0.65,False,,,,,,,,,
401157,457266,@hulu_support how come wwe Smackdown doesn't go into my dvr immediately if I set it to record? I have to wait till the next day to watch it,2017-11-30 21:41:54+00:00,0,457264,"@223574 Hey, Trey! We're sorry to hear about the trouble with recording content. Is Smackdown showing up in your DVR after a delay, or not at all? We can look into this when we get your response.",2017-11-30 23:59:52+00:00,1,38,False,False,5,False,True,gold_pool,False,28,2,core_proportional,0.013513513513513514,live_tv_streaming,0.9,False,,,,,,,,,
431300,490963,Trying to watch #RHOC on @hulu_support but can't because it skips every other word..not cool for my first free month..,2017-12-01 04:31:03+00:00,0,490962,"@151795 Sorry to hear about this! We'd love to lend a hand! Give these a shot: https://t.co/HXpLyTU79x. If no improvement, please chat w/ us here: https://t.co/6YdK7bvQN7 for support.",2017-12-01 16:51:21+00:00,1,35,False,False,1,False,True,gold_pool,False,20,2,core_proportional,0.013513513513513514,technical_support_and_errors,0.8,False,,,,,,,,,
2734398,2909735,"dear @115940 @hulu_support - would you kindly fix the ongoing issues you’ve been having with @120330. i am missing @29164. 

#outrage",2017-11-28 16:10:09+00:00,0,2909734,@273528 Oh no! Are you still running into trouble? Only with CNN? Let us know your device and any error messages. We'd want to help!,2017-11-28 21:00:33+00:00,1,26,False,False,1,False,True,gold_pool,False,21,2,core_proportional,0.013513513513513514,content_availability,0.85,False,,,,,,,,,
2715233,2890153,"@hulu_support Fixed on the 25th, then bad again on the 27th. Fixed this morning &amp; now not. Says I haven't watched what I have.",2017-11-28 20:31:45+00:00,4,2890154,"@239256 Got it. Are you viewing all eps on the same device? If you're switching between WL &amp; My Stuff, there may be discrepancies.",2017-11-28 21:57:49+00:00,1,25,False,False,19,False,False,gold_pool,False,24,2,core_proportional,0.013513513513513514,watchlist_and_playback_tracking,0.9,False,,,,,,,,,
2723004,2898152,"@hulu_support I just got #HuluLive and it's still in beta.
Got some bugs to work out like:
DVR always on hurts live signal.
Signal interruption.
No live or DVR on PS4 (Vue must be upset)
Maybe bring in history channel? IFC? TWD? but I know different services buy channels. https://t.co/Qshs6ktLOQ",2017-11-28 13:49:36+00:00,0,2898151,@802951 We really appreciate this feedback—we'll share with our team! You can also feel free to post input here: https://t.co/n4qDfJdbFR.,2017-11-28 17:06:33+00:00,1,25,False,False,1,False,True,gold_pool,False,50,2,core_proportional,0.013513513513513514,live_tv_streaming,0.95,False,,,,,,,,,
2739403,2914747,"@hulu_support If something is not available, it shouldn't appear anywhere, in any list. By your logic, every movie/TV show ever created should be on your list regardless of its availability, bc ""it may become available later."" Very lazy!",2017-11-29 00:17:45+00:00,4,2914750,@806833 We'll definitely pass along your feedback to our team here. Please let us know if there is anything else we can assist with.,2017-11-29 00:38:57+00:00,1,25,False,False,6,False,False,gold_pool,False,38,2,core_proportional,0.013513513513513514,app_interface_and_ux,0.8,False,,,,,,,,,
504019,569000,@hulu_support Now it's doing it during OSU vs. Wisconsin too. You guys need to figure this out.,2017-12-03 04:24:36+00:00,2,569002,@253513 Our apologies for the continued frustration. We'll be sure to share with our team how this affected your experience when streaming with us.,2017-12-03 14:45:18+00:00,1,25,False,False,3,False,False,gold_pool,False,17,2,core_proportional,0.013513513513513514,live_tv_streaming,0.95,False,,,,,,,,,
499570,564389,@hulu_support @251330 It's frustrating to finally cut cable and pay over $40  a month and it suck during the biggest game. Still not working btw,2017-12-03 00:06:09+00:00,2,564391,@252192 We completely understand. Our team is looking into the root cause for future improvements: https://t.co/NRy8VAcsLp. We've shared your feedback but if there is anything else we can assist with please let us know.,2017-12-03 04:49:38+00:00,1,38,False,False,5,False,False,gold_pool,False,25,2,core_proportional,0.013513513513513514,live_tv_streaming,0.9,False,,,,,,,,,
2728213,2903394,@115940 we need a download button🤗,2017-11-28 06:54:24+00:00,0,2903393,@804116 Hiya! We'll upload your request to our developers!,2017-11-28 18:44:51+00:00,1,10,False,False,1,False,True,gold_pool,False,6,7,core_proportional,0.013513513513513514,app_interface_and_ux,0.95,False,,,,,,,,,
403915,460357,"@115940 needs to refund me or give me free acess cause they’re programming sucks!!! Forever freezing, choppy &amp; on the tv it says no videos are available 🙄😒 wtf am I paying for ?!",2017-11-30 23:45:03+00:00,0,460355,"@224384 That's not the experience we want you to have by any means! We would love the opportunity to turn things around. Please let us know the device in use so we can better assist. In the meantime, try: https://t.co/HXpLyTU79x.",2017-12-01 01:22:09+00:00,1,44,False,False,4,False,True,gold_pool,False,34,7,core_proportional,0.013513513513513514,technical_support_and_errors,0.85,True,,,,,,,,,
392524,447712,"Technology may be better, but at least when you’re rewinding or fast forwarding a VHS you know exactly where to stop. Looking at you @115940",2017-11-30 03:04:07+00:00,0,447711,"@221074 Hey Emily! What device are you streaming from? Select devices show thumbnails when FF/RW. Once we know the one you're using, we can pass your feedback along to our team. 👍🏻",2017-11-30 04:23:55+00:00,1,33,False,False,3,False,True,gold_pool,False,25,7,core_proportional,0.013513513513513514,app_interface_and_ux,0.8,False,,,,,,,,,
2739407,2914754,@115940 The new interface would be a lot more tolerable if the Roku replay button still worked.,2017-11-28 21:45:35+00:00,0,2914753,"@806834 Sorry for any trouble! We'll share this with our developers (https://t.co/kWb8XQO2mG). Also, check out: https://t.co/zS2PPOcsyE",2017-11-28 22:47:45+00:00,1,23,False,False,1,False,True,gold_pool,False,17,7,core_proportional,0.013513513513513514,app_interface_and_ux,0.95,False,,,,,,,,,
479282,542659,Everyday I ask myself why I pay @115940 even their own original shows have commercials ... ugh I am considering canceling....,2017-12-02 05:02:28+00:00,0,542658,"@245977 Hello! That's a great question, Mara, and we like to help. Ads help us offer brand new episodes for $7.99/month. If commercial interruptions aren't your preference, we also offer a No Commercials plan here: https://t.co/ft9S2GUD7v. Hope that helps!",2017-12-02 16:07:19+00:00,1,46,False,False,1,False,True,gold_pool,False,21,7,core_proportional,0.013513513513513514,commercials_and_ads,0.9,False,,,,,,,,,
2739372,2914719,@115940 please go back to the old version this new update is pretty bad no offense,2017-11-28 22:19:20+00:00,0,2914718,"@806828 Sorry-- no plans to go back, but improvements will continue based on viewer input like yours: https://t.co/3VAVk48AJe.",2017-11-28 23:09:18+00:00,1,21,False,False,1,False,True,gold_pool,False,16,7,core_proportional,0.013513513513513514,app_interface_and_ux,0.95,False,,,,,,,,,
463050,525111,@238004 when is the next episode 2  of east los season 5 gonna come on @115940,2017-12-02 02:54:11+00:00,0,525108,@241449 Hey Lizbeth! The content that aired is a special one-time finale episode. Apologies for any disappointment this news may cause! We'll be sure to share your love for the series with our team here. 💚,2017-12-02 05:29:59+00:00,1,37,False,False,2,False,True,gold_pool,False,16,7,core_proportional,0.013513513513513514,content_availability,0.95,False,,,,,,,,,
2792758,2969316,I wonder when @82724: Chicago will be on @115940.,2017-11-29 23:30:44+00:00,0,2969315,"@819049 Thanks for tweeting, David! We don't have the rights to stream the series at the moment, but we'll be sure to let our team know you would like to see it join our lineup. 👍🏻",2017-11-29 23:45:24+00:00,1,37,False,False,3,False,True,gold_pool,False,9,7,core_proportional,0.013513513513513514,content_availability,0.95,False,,,,,,,,,
426850,486319,@115940 WHERE IS THE NEW SEASON OF FEAR THE WALKING DEAD!!!!!,2017-12-01 03:28:08+00:00,0,486318,"@230711 Good morning, Jenna! We don't have a set date to share regarding season 3 at this time, but we'll let our team know you're anxiously waiting.",2017-12-01 15:07:54+00:00,1,30,False,False,1,False,True,gold_pool,False,11,7,core_proportional,0.013513513513513514,other,0.0,True,,,,,,,,,
503016,567904,When does @115940  get the new season of keeping up with the kardashian?,2017-12-02 18:16:12+00:00,0,567903,"@253212 Hi Laura! No news to share regarding adding the latest season on our base plans, but keep an eye on this page for any updates: https://t.co/r9MCqHxrfq.",2017-12-03 01:49:54+00:00,1,30,False,False,1,False,True,gold_pool,False,13,7,core_proportional,0.013513513513513514,other,0.0,True,,,,,,,,,
75848,97522,Dear @115940 why is the latest episode of @1760 not available yet? Never takes this long,2017-11-30 11:34:32+00:00,0,97521,@137330 Apologies! We are working on it: https://t.co/EuCbBy4Pp8. Make sure Empire is in your Watchlist or My Stuff so we can keep you updated.,2017-11-30 16:16:09+00:00,1,27,False,False,1,False,True,gold_pool,False,16,7,core_proportional,0.013513513513513514,other,0.0,True,,,,,,,,,
446870,507610,@115940 @115940 my Xbox one,2017-12-03 01:05:43+00:00,1,601920,"@236534 Thanks for this info! Let's also try running through: https://t.co/Vhwt8NxkrE. If you haven't already, also unplug your device, modem, and router for a few mins.",2017-12-03 21:56:14+00:00,1,31,False,False,2,False,False,gold_pool,False,5,7,core_proportional,0.013513513513513514,other,0.0,True,,,,,,,,,
2767900,2944190,I need more than just one episode a week for @136759  @115940 😪,2017-11-29 12:12:41+00:00,0,2944189,@813343 We're so glad to hear you're enjoying the show! We'll let our team know you'd prefer to see an all-at-once release. 👍,2017-11-29 14:51:55+00:00,1,28,False,False,1,False,True,gold_pool,False,13,7,core_proportional,0.013513513513513514,other,0.0,True,,,,,,,,,
2737598,2912964,@115940 why’d you remove season 3 of Rick and Morty? Put it back,2017-11-28 20:29:41+00:00,0,2912962,@806379 We don't have the rights to offer S3 in our Hulu library just yet. Select episodes are available with: https://t.co/O9QhZdLbxw. 💚,2017-11-28 22:00:30+00:00,1,25,False,False,3,True,True,gold_pool,False,13,7,core_proportional,0.013513513513513514,other,0.0,True,,,,,,,,,
2683815,2857573,why don‘t we get the new @2397 @115940? paid subscription and we have to wait a week??? what cubt came up with that idea????,2017-11-27 20:53:25+00:00,0,2857572,@794201 Sorry! Our team is currently looking into the delay. Make sure the show is in your WL/My Stuff to keep up with any updates.,2017-11-27 21:19:24+00:00,1,26,False,False,1,False,True,gold_pool,False,24,7,core_proportional,0.013513513513513514,other,0.0,True,,,,,,,,,
508147,573278,"@223839 @26521 @223840 Trying to stream on @115940, but Fox Sports TN is showing DePaul/YSU hoops! 🤔🤔🤔",2017-12-03 01:19:36+00:00,1,573277,"@254744 Apologies, Kevin! Our team is looking into the incorrect stream airing with the network. We appreciate your patience while they investigate!",2017-12-03 05:45:58+00:00,1,22,False,False,2,False,False,gold_pool,False,17,7,core_proportional,0.013513513513513514,other,0.0,True,,,,,,,,,
2793836,2970398,@hulu_support Had to restart his xbox 5 times and then hulu worked. But service has been spotty since yesterday,2017-11-30 00:51:44+00:00,2,2970400,"@427242 Got it! Were there any specific error messages? Also, is this on Xbox 360 or Xbox One? For now, should it happen again, please be sure to try: https://t.co/HXpLyTU79x.",2017-11-30 01:02:01+00:00,1,33,False,False,3,False,False,gold_pool,False,19,3,core_proportional,0.013513513513513514,other,0.0,True,,,,,,,,,
439269,499406,"@hulu_support Since Hulu had not been working on fire stick since updating, none. This is my third tweet and no response to my request.",2017-12-01 15:47:57+00:00,1,499405,"@234267 Sorry for the delay on our end! We respond to all tweets and posts in the order they were sent in, but we just replied back to your original tweet here: https://t.co/5MJVPDpuI5",2017-12-01 19:11:00+00:00,1,36,False,False,2,False,False,gold_pool,False,24,3,core_proportional,0.013513513513513514,other,0.0,True,,,,,,,,,
494867,559349,@hulu_support I don’t understand why this happens on every major sporting event on hulu live I’ve had to resort to watching live games on the espn and fox sports app because hulu live has been unreliable once YouTube tv goes live I’m gone,2017-12-02 21:53:29+00:00,2,559352,@205379 We'd be very sad to lose you! We'll share your experience and report with the appropriate teams while we work to continually improve our services.,2017-12-02 23:33:11+00:00,1,28,False,False,6,False,False,gold_pool,False,43,3,core_proportional,0.013513513513513514,live_tv_streaming,0.95,False,,,,,,,,,
450062,511226,"@hulu_support When I set up Hulu on Roku, I initially skipped Import Watchlist part, planning to do later. Now can't find that function.

Also UI made up of HUGE images w/few selections per screen, takes MANY clicks to make selection
+repeatedly press arrow vs hold down to scroll",2017-11-30 04:09:42+00:00,0,511224,"@237502 Sorry for any trouble or frustration! We'd love to help. You may be able to get the import prompt by logging in on a different supported device (https://t.co/S7I5SNUS3g) and/or: https://t.co/fNpX9TlYr5. For navigation help, check out: https://t.co/zS2PPOcsyE.",2017-11-30 05:31:52+00:00,1,48,False,False,3,False,True,gold_pool,False,48,3,core_proportional,0.013513513513513514,app_interface_and_ux,0.95,False,,,,,,,,,
496562,561130,"@hulu_support FWIW, I think the issue resides on CBS's side. I switched from Hulu to the CBS app to see if there was a difference and there was not. Actually it was worse. Watching on a ATV4.",2017-12-03 00:08:14+00:00,1,597213,"@261593 Hey, Jim! Thanks for writing in with those details. We hope that this issue has been resolved for you and you were able to catch the rest of the game. Our team is hard at work investigating the root cause of this behavior with the network. We appreciate your patience!",2017-12-03 19:33:41+00:00,1,51,False,False,5,True,False,gold_pool,False,37,3,core_proportional,0.013513513513513514,other,0.9,True,,,,,,,,,
398726,454491,@hulu_support They haven’t responded to my inquiry yet? So now i have doubts about keeping Hulu..,2017-11-28 19:47:21+00:00,1,2907167,"@804993 Sorry for the delay, we respond to posts in the order we receive them. We responded to your post here: https://t.co/bC8rmIeRls.",2017-11-28 19:57:07+00:00,1,25,False,False,5,True,False,gold_pool,False,16,3,core_proportional,0.013513513513513514,account_and_billing_management,0.8,False,,,,,,,,,
2698186,2872794,@hulu_support same here. And a quick search of Twitter shows this problem is happening all over the place. What's up? It keeps glitching backward and replaying clips over and over. Have restarted AND in/reinstalled Hulu app. Only ESPN effected. https://t.co/LKoPvWoPLK,2017-11-28 02:05:48+00:00,0,2872793,@797611 Sorry about that Tamara! We've received reports that a quick reboot of your device resolves this issue. Let us know if not!,2017-11-28 03:33:45+00:00,1,24,False,False,1,False,True,gold_pool,False,40,3,core_proportional,0.013513513513513514,technical_support_and_errors,0.9,False,,,,,,,,,
2800327,2976825,"Hey @hulu_support, Hulu keeps getting amnesia about what I've watched &amp; how far I've watched it. Samsung TV platform. Any ideas?",2017-11-30 02:21:17+00:00,0,2976824,"@254325 Oh no! That's odd. 🤔 We recommend walking through these when you have a moment: https://t.co/Mt3KPvSvqy. It should help, even though the error described is different. Keep us posted!",2017-11-30 03:17:49+00:00,1,33,False,False,1,False,True,gold_pool,False,21,3,core_proportional,0.013513513513513514,watchlist_and_playback_tracking,0.95,False,,,,,,,,,
525430,591332,"@115940 way to drop the ball on the #SECChampionship, #hulu, of all things.  All channles work BUT this one?  You had one job.  Buffering, buffering, CANCELLING.",2017-12-02 22:23:21+00:00,0,591331,"@259913 We’re so sorry to hear about any frustration, Jennifer! We'd hate to see you go! We’re working to make improvements and updates for future sporting events, so we’ll be sharing your feedback and this experience with the appropriate teams.",2017-12-03 16:59:49+00:00,1,44,False,False,1,False,True,gold_pool,False,26,3,core_proportional,0.013513513513513514,live_tv_streaming,0.95,False,,,,,,,,,
2748003,2923376,@hulu_support for the life of me I can't figure out how to get @120330 live in my area. It is available but I don't see any live channels on my @152505 TV?,2017-11-29 01:27:47+00:00,0,2923375,"@761287 Sorry for any confusion, Daniel! Live TV is not available on Vizio TVs at this time, but is available on: https://t.co/S7I5SOcsUO.",2017-11-29 02:15:40+00:00,1,25,False,False,1,False,True,gold_pool,False,32,5,core_proportional,0.013513513513513514,live_tv_streaming,0.95,False,,,,,,,,,
2766823,2943115,@hulu_support I was streaming it on TV. It's happened before The Blob and happened on Runaways. It's not my internet because it's working fine. My TV is working fine. It's obviously you!,2017-11-29 19:23:04+00:00,2,2943117,"@813099 Thanks for confirming. We definitely don't mean to imply your internet is to blame. Those steps just help us rule out any potential communication errors, as well as establish a fresh new connection. If they're no help, please @ us your TV brand/model next.",2017-11-29 20:25:16+00:00,1,47,False,False,3,False,False,gold_pool,False,32,5,core_proportional,0.013513513513513514,technical_support_and_errors,0.9,False,,,,,,,,,
491164,555236,"Four weeks and @hulu_support still hasn’t fixed the lack of a previous channel option in the fliptray on 4th Gen Apple TV.

Ten weeks and @115940 still hasn’t brought back the “Go To Live” button.

Absolutely unbelievable.",2017-12-02 19:40:37+00:00,0,555235,"@203746 We're sorry for the continued frustrations, Riley! We'll be sure to continue to share your feedback with our team here.",2017-12-02 20:36:24+00:00,1,23,False,False,1,False,True,gold_pool,False,37,5,core_proportional,0.013513513513513514,app_interface_and_ux,0.95,False,,,,,,,,,
446883,507623,@136759 @115940 @hulu_support how does an Australian watch runaways my fav comic turned tv show?,2017-12-01 10:40:42+00:00,0,507622,"@236538 Hey Ty! We do not have international streaming rights at this time, but we'll let our team know you're interested in viewing the show down under. 💚  🇦🇺",2017-12-01 21:17:55+00:00,1,29,False,False,1,False,True,gold_pool,False,15,5,core_proportional,0.013513513513513514,content_availability,0.85,False,,,,,,,,,
2701092,2875707,"Dear @115940, I love your live streaming options but the navigation isn’t great on the Apple TV.",2017-11-28 04:04:56+00:00,0,2875705,@798330 Oh no! Anything in particular you weren't liking? Have you checked out: https://t.co/reT8R7w2rr &amp; https://t.co/zS2PPOcsyE ?,2017-11-28 05:42:34+00:00,1,23,False,False,3,False,True,gold_pool,False,17,5,core_proportional,0.013513513513513514,app_interface_and_ux,0.9,False,,,,,,,,,
2739418,2914763,"@hulu_support It’s a vizio smart tv, it keeps saying Hulu encountered an error. I restarted the app and restarted the internet but it’s still not working",2017-11-28 22:57:27+00:00,2,2914765,@806837 Got it. Please follow up via phone or chat: https://t.co/6YdK7bvQN7 with the model number of your TV for further assistance.,2017-11-28 23:15:23+00:00,1,24,False,False,3,False,False,gold_pool,False,26,5,core_proportional,0.013513513513513514,technical_support_and_errors,0.95,False,,,,,,,,,
459672,521603,@hulu_support A month of my subscription fee has now been wasted trying to watch video with this audio delay on your Fire TV app.  I'm going to deactivate I think and wait for a version update.,2017-11-30 01:03:49+00:00,4,521599,"@240428 Sorry for the continued trouble, Mark, as we'd hate to see you go! Have you tried connecting your Fire TV to a different HDMI port for comparison? If no change after, please call/chat us so we can take a closer look on our end: https://t.co/6YdK7bvQN7.",2017-11-30 01:31:16+00:00,1,51,False,False,7,False,False,gold_pool,False,36,5,core_proportional,0.013513513513513514,technical_support_and_errors,0.8,False,,,,,,,,,
519459,585024,@hulu_support literally every other channel &amp; app works just fine. Just no SEC Championship. Solutions?,2017-12-02 22:09:06+00:00,0,585023,@258074 Apologies! The issue that occurred for that SEC championship game is being investigated with high priority. We'll share your experience with the appropriate teams while we work to continually improve our services. We're sorry for any frustration this may have caused.,2017-12-03 14:28:40+00:00,1,44,False,False,1,False,True,gold_pool,False,15,1,core_proportional,0.013513513513513514,live_tv_streaming,0.95,False,,,,,,,,,
500698,565537,"@hulu_support Well the game is over, how about preventing future big viewership broadcasts from being shitty because you can’t handle the number of viewers?",2017-12-03 00:52:53+00:00,3,565539,@252540 We're always working to continually improve our services. We'll make sure your experience and feedback reaches the appropriate teams here while we continue looking into this with high priority.,2017-12-03 05:03:23+00:00,1,32,False,False,4,False,False,gold_pool,False,24,1,core_proportional,0.013513513513513514,live_tv_streaming,0.9,False,,,,,,,,,
508169,573298,"@hulu_support I ended up using the @26512 to stream it. I was using an Apple TV gen 4 and normally don’t have issues with running @115940. In my sports it displayed the game I wanted, but when selecting it, it started streaming a basketball game. 😑",2017-12-03 05:22:01+00:00,2,573300,@254750 We're so sorry for any inconvenience this caused! Our team is aware of this issue and we're investigating so this doesn't happen again. Apologies again for the frustration!,2017-12-03 14:14:50+00:00,1,32,False,False,4,True,False,gold_pool,False,46,1,core_proportional,0.013513513513513514,live_tv_streaming,0.85,False,,,,,,,,,
2699165,2873771,@hulu_support EN2 keeps skipping back and replaying same video of WI/VA game.  We turned it off. On to Netflix now.  What the heck????,2017-11-28 02:30:22+00:00,0,2873770,"@543334 Yikes! Which device do you use? Please try a quick device reboot, then Browse&gt;Networks&gt;ESP2. Any improvement after?",2017-11-28 04:27:30+00:00,1,22,False,False,1,False,True,gold_pool,False,23,1,core_proportional,0.013513513513513514,watchlist_and_playback_tracking,0.85,False,,,,,,,,,
507486,572603,@hulu_support Why is it that I have a Gigabyte of download speed and I’m trying to watch the SEC Championship and it’s frozen up 12 times in 15 minutes?,2017-12-02 21:31:11+00:00,0,572602,"@254545 Sorry for the trouble earlier, Shane! There was a known issue on CBS that we were investigating: https://t.co/NRy8VAcsLp. We appreciate you hanging in there while we worked on a fix!",2017-12-03 05:04:10+00:00,1,34,False,False,1,False,True,gold_pool,False,29,1,core_proportional,0.013513513513513514,live_tv_streaming,0.9,False,,,,,,,,,
496562,561145,@hulu_support Ruined the biggest game of the season Hulu....then wait on hold for 30 min when calling support. Awful I am going to cancel and go to PS Vue or DirectvNow. My Hulu Live Stream is fine now and works great except for the biggest game of the year... #cancelled,2017-12-03 04:14:57+00:00,1,585020,"@251841 We apologize for the frustration, Tob! We'd hate to lose you! We aim to be readily available but unfortunately hold times can vary due to contact volume. We'll definitely share your experience w/ our team here. Let us know if we can be any further assistance.",2017-12-03 14:39:51+00:00,1,49,False,False,5,False,False,gold_pool,False,50,1,core_proportional,0.013513513513513514,account_and_billing_management,0.85,False,,,,,,,,,
